Country,"Track Identifier","Media type","Date Played",Hours,"Play Duration Milliseconds","End Reason Type","Source Type","Play Count","Skip Count","Ignore For Recommendations","Track Reference","Track Description"
"United States",1689132080,AUDIO,20260131,15,31873,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,1,1,false,1689132080,"Taylor Swift - Snow On The Beach (feat. More Lana Del Rey)"
"United States",1689131976,AUDIO,20260131,15,31740,TRACK_SKIPPED_FORWARDS,IPHONE,1,1,false,1689131976,"Taylor Swift - The Great War"
"United States",1742058259,AUDIO,20260131,22,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1742058259,"Taylor Swift - The Black Dog"
"United States",1689090247,AUDIO,20260131,17,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1689090247,"Taylor Swift - Sweet Nothing"
"United States",1689131965,AUDIO,20260131,15,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1689131965,"Taylor Swift - Bejeweled"
"United States",1689131978,AUDIO,20260131,"15, 17",0,TRACK_SKIPPED_FORWARDS,IPHONE,0,2,false,1689131978,"Taylor Swift - Bigger Than The Whole Sky"
"United States",1742058284,AUDIO,20260131,22,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1742058284,"Taylor Swift - Peter"
"United States",1742058274,AUDIO,20260131,22,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1742058274,"Taylor Swift - thanK you aIMee"
"United States",1742058083,AUDIO,20260131,22,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1742058083,"Taylor Swift - So Long, London"
"United States",1742058092,AUDIO,20260131,22,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1742058092,"Taylor Swift - Fresh Out The Slammer"
"United States",1838810959,AUDIO,20260131,1,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1838810959,"Taylor Swift - Wi$h Li$t"
"United States",1862550859,AUDIO,20260131,3,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",MACINTOSH,0,1,false,1862550859,"Sabrina Carpenter - Go Go Juice"
"United States",1742058261,AUDIO,20260131,22,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1742058261,"Taylor Swift - The Albatross"
"United States",1742058287,AUDIO,20260131,22,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1742058287,"Taylor Swift - The Bolter"
"United States",1742076181,AUDIO,20260131,23,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1742076181,"Taylor Swift - The Manuscript"
"United States",1838810964,AUDIO,20260131,1,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1838810964,"Taylor Swift - The Life of a Showgirl (feat. Sabrina Carpenter)"
"United States",1742058101,AUDIO,20260131,22,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1742058101,"Taylor Swift - I Can Fix Him (No Really I Can)"
"United States",1689131534,AUDIO,20260131,15,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1689131534,"Taylor Swift - Snow On The Beach (feat. Lana Del Rey)"
"United States",1718576584,AUDIO,20260131,17,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1718576584,"Taylor Swift - You’re Losing Me (From The Vault)"
"United States",1742075225,AUDIO,20260131,22,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1742075225,"Taylor Swift - Chloe or Sam or Sophia or Marcus"
"United States",1742075509,AUDIO,20260131,22,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1742075509,"Taylor Swift - How Did It End?"
"United States",1742058260,AUDIO,20260131,22,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1742058260,"Taylor Swift - imgonnagetyouback"
"United States",1838810951,AUDIO,20260131,1,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1838810951,"Taylor Swift - The Fate of Ophelia"
"United States",1689131985,AUDIO,20260131,15,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1689131985,"Taylor Swift - Glitch"
"United States",1742058103,AUDIO,20260131,22,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1742058103,"Taylor Swift - loml"
"United States",1689131961,AUDIO,20260131,15,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1689131961,"Taylor Swift - Vigilante Shit"
"United States",1838810960,AUDIO,20260131,1,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1838810960,"Taylor Swift - Wood"
"United States",1689131956,AUDIO,20260131,15,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1689131956,"Taylor Swift - You're On Your Own, Kid"
"United States",1649434489,AUDIO,20260131,3,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,0,1,false,1649434489,"Taylor Swift - Bejeweled"
"United States",1742058529,AUDIO,20260131,22,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1742058529,"Taylor Swift - Robin"
"United States",1862550854,AUDIO,20260131,3,0,TRACK_SKIPPED_FORWARDS,MACINTOSH,0,1,false,1862550854,"Sabrina Carpenter - When Did You Get Hot?"
"United States",1742058100,AUDIO,20260201,"12, 19, 20",794971,NATURAL_END_OF_TRACK,IPHONE,3,1,false,1742058100,"Taylor Swift - Who’s Afraid of Little Old Me?"
"United States",1838810955,AUDIO,20260201,"20, 22",627851,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,3,1,false,1838810955,"Taylor Swift - Father Figure"
"United States",1742058094,AUDIO,20260201,"12, 20",430773,NATURAL_END_OF_TRACK,IPHONE,2,0,false,1742058094,"Taylor Swift - Florida!!! (feat. Florence + the Machine)"
"United States",1440812146,AUDIO,20260201,22,387016,TRACK_SKIPPED_FORWARDS,IPHONE,2,1,false,1440812146,"t.A.T.u. - All The Things She Said"
"United States",1838810961,AUDIO,20260201,20,357064,NATURAL_END_OF_TRACK,IPHONE,2,1,false,1838810961,"Taylor Swift - CANCELLED!"
"United States",1713846658,AUDIO,20260201,22,332965,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1713846658,"Taylor Swift - Is It Over Now? (Taylor's Version) [From The Vault]"
"United States",1736268402,AUDIO,20260201,20,310687,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1736268402,"Taylor Swift - Who’s Afraid of Little Old Me?"
"United States",1838810956,AUDIO,20260201,"20, 22",297309,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,2,2,false,1838810956,"Taylor Swift - Eldest Daughter"
"United States",1742058083,AUDIO,20260201,20,262790,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1742058083,"Taylor Swift - So Long, London"
"United States",1862550868,AUDIO,20260201,13,232531,NATURAL_END_OF_TRACK,MACINTOSH,1,0,false,1862550868,"Sabrina Carpenter - Such A Funny Way"
"United States",1440935808,AUDIO,20260201,22,232259,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1440935808,"Taylor Swift - Blank Space"
"United States",1440936036,AUDIO,20260201,22,220762,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1440936036,"Taylor Swift - Wildest Dreams"
"United States",1742058104,AUDIO,20260201,20,218223,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1742058104,"Taylor Swift - I Can Do It With a Broken Heart"
"United States",1838810952,AUDIO,20260201,20,208617,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1838810952,"Taylor Swift - Elizabeth Taylor"
"United States",1742074192,AUDIO,20260201,19,204200,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1742074192,"Taylor Swift - My Boy Only Breaks His Favorite Toys"
"United States",1742074927,AUDIO,20260201,20,196837,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1742074927,"Taylor Swift - The Alchemy"
"United States",1843595808,AUDIO,20260201,22,185220,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,1,1,false,1843595808,"PinkPantheress - Stateside (with Zara Larsson)"
"United States",1856301586,AUDIO,20260201,22,176058,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,1,2,false,1856301586,"Taylor Swift & The Chainsmokers - The Fate of Ophelia (The Chainsmokers Remix)"
"United States",1862550598,AUDIO,20260201,13,148287,PLAYBACK_MANUALLY_PAUSED,MACINTOSH,1,0,false,1862550598,"Sabrina Carpenter - My Man on Willpower"
"United States",1862550593,AUDIO,20260201,"12, 13",118677,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",MACINTOSH,1,2,false,1862550593,"Sabrina Carpenter - Manchild"
"United States",1742058105,AUDIO,20260201,20,99757,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,1,1,false,1742058105,"Taylor Swift - The Smallest Man Who Ever Lived"
"United States",1742076181,AUDIO,20260201,20,33830,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,1,1,false,1742076181,"Taylor Swift - The Manuscript"
"United States",1838810963,AUDIO,20260201,20,33085,TRACK_SKIPPED_FORWARDS,IPHONE,1,1,false,1838810963,"Taylor Swift - Honey"
"United States",1440935829,AUDIO,20260201,22,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,0,1,false,1440935829,"Taylor Swift - All You Had To Do Was Stay"
"United States",1742058275,AUDIO,20260201,19,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,2,false,1742058275,"Taylor Swift - I Look in People's Windows"
"United States",1742074018,AUDIO,20260201,20,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1742074018,"Taylor Swift - Fortnight (feat. Post Malone)"
"United States",1440936201,AUDIO,20260201,22,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,0,1,false,1440936201,"Taylor Swift - This Love"
"United States",1742058078,AUDIO,20260201,20,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1742058078,"Taylor Swift - The Tortured Poets Department"
"United States",1838810951,AUDIO,20260201,20,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1838810951,"Taylor Swift - The Fate of Ophelia"
"United States",1742058085,AUDIO,20260201,20,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1742058085,"Taylor Swift - But Daddy I Love Him"
"United States",1742075225,AUDIO,20260201,20,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1742075225,"Taylor Swift - Chloe or Sam or Sophia or Marcus"
"United States",1856301587,AUDIO,20260201,22,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,0,2,false,1856301587,"Taylor Swift - The Fate of Ophelia"
"United States",1838810957,AUDIO,20260201,20,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,0,1,false,1838810957,"Taylor Swift - Ruin The Friendship"
"United States",1862550605,AUDIO,20260201,12,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",MACINTOSH,0,1,false,1862550605,"Sabrina Carpenter - We Almost Broke Up Again Last Night"
"United States",1742058101,AUDIO,20260201,20,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1742058101,"Taylor Swift - I Can Fix Him (No Really I Can)"
"United States",1742058261,AUDIO,20260201,20,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1742058261,"Taylor Swift - The Albatross"
"United States",1742075509,AUDIO,20260201,20,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1742075509,"Taylor Swift - How Did It End?"
"United States",1689131968,AUDIO,20260202,"2, 14",496366,NATURAL_END_OF_TRACK,IPHONE,2,0,false,1689131968,"Taylor Swift - Labyrinth"
"United States",1689132076,AUDIO,20260202,"14, 21",489359,PLAYBACK_MANUALLY_PAUSED,IPHONE,2,0,false,1689132076,"Taylor Swift - Would've, Could've, Should've"
"United States",1689132077,AUDIO,20260202,"13, 21",450879,NATURAL_END_OF_TRACK,IPHONE,2,0,false,1689132077,"Taylor Swift - Dear Reader"
"United States",1689131531,AUDIO,20260202,"3, 16, 20",448739,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM","IPHONE, MACINTOSH",3,1,false,1689131531,"Taylor Swift - Lavender Haze"
"United States",1689131532,AUDIO,20260202,"13, 16, 21",436051,NATURAL_END_OF_TRACK,IPHONE,3,0,false,1689131532,"Taylor Swift - Maroon"
"United States",1689131960,AUDIO,20260202,"14, 21",421461,NATURAL_END_OF_TRACK,IPHONE,2,0,false,1689131960,"Taylor Swift - Question...?"
"United States",1689131969,AUDIO,20260202,"3, 16",410304,NATURAL_END_OF_TRACK,IPHONE,2,0,false,1689131969,"Taylor Swift - Karma"
"United States",1689090227,AUDIO,20260202,"2, 14",401535,NATURAL_END_OF_TRACK,IPHONE,2,0,false,1689090227,"Taylor Swift - Anti-Hero"
"United States",1572941128,AUDIO,20260202,2,399699,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1572941128,"Lorde - Oceanic Feeling"
"United States",1689131965,AUDIO,20260202,"3, 16",370452,NATURAL_END_OF_TRACK,IPHONE,2,0,false,1689131965,"Taylor Swift - Bejeweled"
"United States",1773474488,AUDIO,20260202,23,337511,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1773474488,"Gracie Abrams - Free Now (Live From Vevo)"
"United States",1689090249,AUDIO,20260202,"2, 14",298104,TRACK_SKIPPED_FORWARDS,IPHONE,2,1,false,1689090249,"Taylor Swift - The Great War"
"United States",1718576584,AUDIO,20260202,14,278903,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1718576584,"Taylor Swift - You’re Losing Me (From The Vault)"
"United States",1713846248,AUDIO,20260202,0,267899,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1713846248,"Taylor Swift - You Are In Love (Taylor's Version)"
"United States",1572941115,AUDIO,20260202,2,255874,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1572941115,"Lorde - The Man with the Axe"
"United States",1742058097,AUDIO,20260202,20,254108,NATURAL_END_OF_TRACK,MACINTOSH,1,0,false,1742058097,"Taylor Swift - Guilty as Sin?"
"United States",1742058105,AUDIO,20260202,20,246765,NATURAL_END_OF_TRACK,MACINTOSH,1,0,false,1742058105,"Taylor Swift - The Smallest Man Who Ever Lived"
"United States",1773474470,AUDIO,20260202,23,242838,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1773474470,"Gracie Abrams - us. (feat. Taylor Swift)"
"United States",1800678754,AUDIO,20260202,2,232631,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1800678754,"Lorde - Yellow Flicker Beat"
"United States",1689131982,AUDIO,20260202,"14, 23",231197,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,1,1,false,1689131982,"Taylor Swift - High Infidelity"
"United States",1713846253,AUDIO,20260202,0,230839,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1713846253,"Taylor Swift - New Romantics (Taylor's Version)"
"United States",1689132080,AUDIO,20260202,"2, 14",230308,NATURAL_END_OF_TRACK,IPHONE,1,1,false,1689132080,"Taylor Swift - Snow On The Beach (feat. More Lana Del Rey)"
"United States",1742057775,AUDIO,20260202,20,228803,NATURAL_END_OF_TRACK,MACINTOSH,1,0,false,1742057775,"Taylor Swift - Fortnight (feat. Post Malone)"
"United States",1742058260,AUDIO,20260202,20,221984,NATURAL_END_OF_TRACK,MACINTOSH,1,0,false,1742058260,"Taylor Swift - imgonnagetyouback"
"United States",1572941114,AUDIO,20260202,2,218875,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1572941114,"Lorde - Secrets from a Girl (Who's Seen it All)"
"United States",1742058104,AUDIO,20260202,21,217989,NATURAL_END_OF_TRACK,MACINTOSH,1,0,false,1742058104,"Taylor Swift - I Can Do It With a Broken Heart"
"United States",1225759939,AUDIO,20260202,20,215645,TRACK_SKIPPED_FORWARDS,MACINTOSH,1,1,false,1225759939,"Bleachers - Don't Take the Money"
"United States",1838810961,AUDIO,20260202,21,211510,NATURAL_END_OF_TRACK,MACINTOSH,1,0,false,1838810961,"Taylor Swift - CANCELLED!"
"United States",1713845994,AUDIO,20260202,0,208230,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1713845994,"Taylor Swift - I Wish You Would (Taylor's Version)"
"United States",1753115255,AUDIO,20260202,2,206610,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1753115255,"Charli xcx & Lorde - Girl, so confusing featuring lorde"
"United States",1773474486,AUDIO,20260202,23,204175,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1773474486,"Gracie Abrams - I Love You, I'm Sorry (Live From Vevo)"
"United States",1742074192,AUDIO,20260202,20,203940,NATURAL_END_OF_TRACK,MACINTOSH,1,0,false,1742074192,"Taylor Swift - My Boy Only Breaks His Favorite Toys"
"United States",1773474497,VIDEO,20260202,23,202629,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1773474497,Risk
"United States",1742074936,AUDIO,20260202,21,194568,PLAYBACK_MANUALLY_PAUSED,MACINTOSH,1,0,false,1742074936,"Taylor Swift - Clara Bow"
"United States",1572941129,VIDEO,20260202,2,193321,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1572941129,"Solar Power"
"United States",1572941107,AUDIO,20260202,2,192313,NATURAL_END_OF_TRACK,IPHONE,1,1,false,1572941107,"Lorde - Solar Power"
"United States",1572941108,AUDIO,20260202,2,191894,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1572941108,"Lorde - California"
"United States",1689090248,AUDIO,20260202,14,191448,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1689090248,"Taylor Swift - Mastermind"
"United States",1689090247,AUDIO,20260202,"13, 21",190535,TRACK_SKIPPED_FORWARDS,IPHONE,1,1,false,1689090247,"Taylor Swift - Sweet Nothing"
"United States",1713845746,AUDIO,20260202,0,180755,PLAYBACK_SUSPENDED,IPHONE,1,0,false,1713845746,"Taylor Swift - Style (Taylor's Version)"
"United States",1773474480,AUDIO,20260202,23,177082,PLAYBACK_MANUALLY_PAUSED,IPHONE,1,0,false,1773474480,"Gracie Abrams - Close To You"
"United States",1689090235,AUDIO,20260202,"13, 21",174831,TRACK_SKIPPED_FORWARDS,IPHONE,1,1,false,1689090235,"Taylor Swift - Midnight Rain"
"United States",1838810958,AUDIO,20260202,20,163697,NATURAL_END_OF_TRACK,MACINTOSH,1,0,false,1838810958,"Taylor Swift - Actually Romantic"
"United States",1773474469,AUDIO,20260202,23,157009,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1773474469,"Gracie Abrams - I Love You, I'm Sorry"
"United States",1572941106,AUDIO,20260202,2,148281,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,1,1,false,1572941106,"Lorde - The Path"
"United States",1713846523,AUDIO,20260202,0,146658,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1713846523,"Taylor Swift - Now That We Don't Talk (Taylor's Version) [From The Vault]"
"United States",1862550868,AUDIO,20260202,20,115143,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",MACINTOSH,1,1,false,1862550868,"Sabrina Carpenter - Such A Funny Way"
"United States",1572941124,AUDIO,20260202,2,93398,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1572941124,"Lorde - Leader of a New Regime"
"United States",1862550598,AUDIO,20260202,20,49759,NATURAL_END_OF_TRACK,MACINTOSH,1,0,false,1862550598,"Sabrina Carpenter - My Man on Willpower"
"United States",1713846100,AUDIO,20260202,0,48601,TRACK_SKIPPED_FORWARDS,IPHONE,1,1,false,1713846100,"Taylor Swift - Wildest Dreams (Taylor's Version)"
"United States",1773474473,AUDIO,20260202,23,33650,TRACK_SKIPPED_FORWARDS,IPHONE,1,1,false,1773474473,"Gracie Abrams - I Knew It, I Know You"
"United States",1689090234,AUDIO,20260202,14,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1689090234,"Taylor Swift - You're On Your Own, Kid"
"United States",1713846238,AUDIO,20260202,0,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1713846238,"Taylor Swift - Clean (Taylor's Version)"
"United States",1713845784,AUDIO,20260202,0,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1713845784,"Taylor Swift - All You Had To Do Was Stay (Taylor's Version)"
"United States",1810905894,AUDIO,20260202,2,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1810905894,"Lorde - David"
"United States",1773473687,AUDIO,20260202,23,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1773473687,"Gracie Abrams - Risk"
"United States",1689132081,AUDIO,20260202,14,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1689132081,"Taylor Swift - Karma (feat. Ice Spice)"
"United States",1810905308,AUDIO,20260202,2,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1810905308,"Lorde - Shapeshifter"
"United States",1713846497,AUDIO,20260202,0,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1713846497,"Taylor Swift - ""Slut!"" (Taylor's Version) [From The Vault]"
"United States",1689131978,AUDIO,20260202,14,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1689131978,"Taylor Swift - Bigger Than The Whole Sky"
"United States",1742058094,AUDIO,20260202,20,0,TRACK_SKIPPED_FORWARDS,MACINTOSH,0,1,false,1742058094,"Taylor Swift - Florida!!! (feat. Florence + the Machine)"
"United States",1440818672,AUDIO,20260202,2,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1440818672,"Lorde - Team"
"United States",1713845737,AUDIO,20260202,0,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1713845737,"Taylor Swift - Blank Space (Taylor's Version)"
"United States",1713846243,AUDIO,20260202,0,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,0,1,false,1713846243,"Taylor Swift - Wonderland (Taylor's Version)"
"United States",1440829059,AUDIO,20260202,2,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1440829059,"Disclosure - Magnets (feat. Lorde)"
"United States",1429663165,AUDIO,20260202,2,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,0,1,false,1429663165,"Lorde - Homemade Dynamite"
"United States",1429663176,AUDIO,20260202,2,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1429663176,"Lorde - Supercut"
"United States",1429663167,AUDIO,20260202,2,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1429663167,"Lorde - Liability"
"United States",1713846513,AUDIO,20260202,0,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1713846513,"Taylor Swift - Say Don't Go (Taylor's Version) [From The Vault]"
"United States",1429663179,AUDIO,20260202,2,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1429663179,"Lorde - Perfect Places"
"United States",1713845554,AUDIO,20260202,0,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1713845554,"Taylor Swift - Welcome To New York (Taylor's Version)"
"United States",1713846228,AUDIO,20260202,0,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1713846228,"Taylor Swift - This Love (Taylor’s Version)"
"United States",1810905304,AUDIO,20260202,2,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1810905304,"Lorde - Hammer"
"United States",1440818668,AUDIO,20260202,2,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1440818668,"Lorde - Buzzcut Season"
"United States",1440818652,AUDIO,20260202,2,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1440818652,"Lorde - Tennis Court"
"United States",1594982931,AUDIO,20260202,2,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,0,1,false,1594982931,"Lorde - The Love Club"
"United States",1870984033,AUDIO,20260203,"5, 6, 14",1354433,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,5,1,false,1870984033,"Harry Styles - Aperture"
"United States",1572941128,AUDIO,20260203,"17, 18, 19",1199073,NATURAL_END_OF_TRACK,IPHONE,3,0,false,1572941128,"Lorde - Oceanic Feeling"
"United States",1572941109,AUDIO,20260203,"17, 18, 19",832239,NATURAL_END_OF_TRACK,IPHONE,4,1,false,1572941109,"Lorde - Stoned at the Nail Salon"
"United States",1572941115,AUDIO,20260203,"17, 18, 19",767693,NATURAL_END_OF_TRACK,IPHONE,3,0,false,1572941115,"Lorde - The Man with the Axe"
"United States",1572941113,AUDIO,20260203,"17, 18, 19",714149,NATURAL_END_OF_TRACK,IPHONE,3,0,false,1572941113,"Lorde - Fallen Fruit"
"United States",1572941127,AUDIO,20260203,"17, 18, 19",670078,TRACK_SKIPPED_FORWARDS,IPHONE,3,2,false,1572941127,"Lorde - Mood Ring"
"United States",1572941106,AUDIO,20260203,"17, 18, 19",663801,NATURAL_END_OF_TRACK,IPHONE,3,0,false,1572941106,"Lorde - The Path"
"United States",1530317820,AUDIO,20260203,22,649927,SCRUB_BEGIN,IPHONE,1,0,false,1530317820,"TAEMIN - Criminal"
"United States",1572941129,VIDEO,20260203,"17, 18, 19",580930,NATURAL_END_OF_TRACK,IPHONE,3,0,false,1572941129,"Solar Power"
"United States",1572941108,AUDIO,20260203,"17, 18, 19",576673,NATURAL_END_OF_TRACK,IPHONE,3,0,false,1572941108,"Lorde - California"
"United States",1572941114,AUDIO,20260203,"17, 18",575539,NATURAL_END_OF_TRACK,IPHONE,3,1,false,1572941114,"Lorde - Secrets from a Girl (Who's Seen it All)"
"United States",1773474483,AUDIO,20260203,"2, 19, 20",549621,NATURAL_END_OF_TRACK,IPHONE,2,1,false,1773474483,"Gracie Abrams - That’s So True"
"United States",1773694651,AUDIO,20260203,20,544377,SCRUB_BEGIN,IPHONE,1,0,false,1773694651,"aespa - BAHAMA"
"United States",1773474488,AUDIO,20260203,20,461453,NATURAL_END_OF_TRACK,IPHONE,2,0,false,1773474488,"Gracie Abrams - Free Now (Live From Vevo)"
"United States",1572941122,AUDIO,20260203,"18, 19",443526,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,3,1,false,1572941122,"Lorde - Big Star"
"United States",1572941118,AUDIO,20260203,"17, 18",435898,NATURAL_END_OF_TRACK,IPHONE,3,0,false,1572941118,"Lorde - Dominoes"
"United States",1773474484,AUDIO,20260203,"4, 20",432024,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,2,2,false,1773474484,"Gracie Abrams - I Told You Things"
"United States",1572941107,AUDIO,20260203,18,384726,NATURAL_END_OF_TRACK,IPHONE,2,0,false,1572941107,"Lorde - Solar Power"
"United States",1773474479,AUDIO,20260203,"4, 19",357848,NATURAL_END_OF_TRACK,IPHONE,2,1,false,1773474479,"Gracie Abrams - Free Now"
"United States",1572941124,AUDIO,20260203,"17, 18, 19",279910,NATURAL_END_OF_TRACK,IPHONE,3,0,false,1572941124,"Lorde - Leader of a New Regime"
"United States",1773474480,AUDIO,20260203,"2, 19",275261,NATURAL_END_OF_TRACK,IPHONE,2,0,false,1773474480,"Gracie Abrams - Close To You"
"United States",1429663166,AUDIO,20260203,16,271395,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1429663166,"Lorde - The Louvre"
"United States",1440818666,AUDIO,20260203,17,259661,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1440818666,"Lorde - Ribs"
"United States",1440818668,AUDIO,20260203,17,247054,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1440818668,"Lorde - Buzzcut Season"
